63645860460.0,161.1066816,41.05440034
63645860460.03336,161.0864504,41.05687868
63645860460.066734,161.0599939,41.05652454
63645860460.1001,161.0259416,41.05584239
63645860460.13347,161.0049509,41.05510848
63645860460.16683,160.9581086,41.05976873
63645860460.2002,160.9086342,41.06876038
63645860460.23357,160.8735513,41.05879031
63645860460.26693,160.8478265,41.05781686
63645860460.3003,160.8101217,41.05927781
63645860460.333664,160.7278809,41.07837187
63645860460.367035,160.7079889,41.08874108
63645860460.4004,160.6748033,41.10387467
63645860460.43377,160.63913,41.11313759
63645860460.46713,160.6133627,41.11581212
63645860460.5005,160.5795801,41.11962696
63645860460.53387,160.5451793,41.12415619
63645860460.56723,160.4916412,41.14536984
63645860460.6006,160.4740223,41.14781394
63645860460.633965,160.4367911,41.14973542
63645860460.667336,160.4158164,41.14951072
63645860460.7007,160.3854071,41.15360652
63645860460.73407,160.348825,41.16403866
63645860460.76743,160.3094929,41.17228728
63645860460.8008,160.2791881,41.17992571
63645860460.83417,160.2453017,41.17905548
63645860460.86753,160.2302035,41.17696213
63645860460.9009,160.1915709,41.18026196
63645860460.934265,160.1547703,41.18293297
63645860460.967636,160.1305235,41.18540545
63645860461.001,160.0940365,41.19280212
63645860461.03437,160.0593768,41.20490055
63645860461.06773,160.0340962,41.20887996
63645860461.1011,159.9977368,41.2123641
63645860461.13447,159.9726318,41.2139163
63645860461.16783,159.9497024,41.21253103
63645860461.2012,159.9112957,41.22644295
63645860461.234566,159.8779566,41.22251753
63645860461.26794,159.8597534,41.22232679
63645860461.3013,159.8235587,41.22234361
63645860461.33466,159.7899813,41.28141503
63645860461.368034,159.7553369,41.22541923
63645860461.4014,159.7296235,41.23419502
63645860461.43477,159.7039667,41.23941955
63645860461.46813,159.6699437,41.24117008
63645860461.5015,159.6475553,41.24435582
63645860461.53487,159.6088888,41.25654984
63645860461.56823,159.5893797,41.2664084
63645860461.6016,159.559948,41.27164749
63645860461.634964,159.5472147,41.27206636
63645860461.668335,159.5046036,41.27443333
63645860461.7017,159.4599785,41.27609744
63645860461.73507,159.4350624,41.27968682
63645860461.76843,159.4028481,41.2754456
63645860461.8018,159.3622596,41.2767487
63645860461.83517,159.3267163,41.28671227
63645860461.86853,159.3080855,41.29570886
63645860461.9019,159.2680656,41.3016366
63645860461.935265,159.2307588,41.30872448
63645860461.968636,159.2136362,41.30351026
63645860462.002,159.1882166,41.305468
63645860462.03537,159.1664367,41.3014707
63645860462.06873,159.1237176,41.3040718
63645860462.1021,159.0829153,41.3174675
63645860462.13547,159.0560979,41.32784952
63645860462.16883,159.022702,41.32795817
63645860462.2022,159.0048964,41.3263595
63645860462.235565,158.9691544,41.32763993
63645860462.268936,158.9273276,41.32902254
63645860462.3023,158.9089975,41.32545387
63645860462.33567,158.8763212,41.32327997
63645860462.36903,158.8595453,41.3342327
63645860462.4024,158.8273208,41.35330294
63645860462.43577,158.7840257,41.35677864
63645860462.46913,158.7448829,41.35974493
63645860462.5025,158.7219146,41.35445754
63645860462.535866,158.6846739,41.35404632
63645860462.56924,158.6671932,41.35563915
63645860462.6026,158.6315982,41.36604447
63645860462.63596,158.5883119,41.37315686
63645860462.669334,158.5666899,41.37649876
63645860462.7027,158.5309442,41.38255593
63645860462.73607,158.5041102,41.38595646
63645860462.76943,158.4702501,41.38030172
63645860462.8028,158.4309866,41.37950671
63645860462.83617,158.3851395,41.39767662
63645860462.86953,158.3564959,41.41026532
63645860462.9029,158.3330401,41.41229122
63645860462.936264,158.3188512,41.4102511
63645860462.969635,158.2872513,41.4132424
63645860463.003,158.2726935,41.41310674
63645860463.03637,158.2400764,41.41221047
63645860463.06973,158.2141989,41.41042109
63645860463.1031,158.180013,41.42917187
63645860463.13647,158.1469091,41.44202846
63645860463.16983,158.1246028,41.44187462
63645860463.2032,158.0877386,41.44275709
63645860463.236565,158.0557377,41.44182528
63645860463.269936,158.030455,41.43831985
63645860463.3033,157.9935095,41.44454165
63645860463.33667,157.961675,41.45268824
63645860463.37003,157.9356681,41.46057621
63645860463.4034,157.8997506,41.46084887
63645860463.43677,157.8662552,41.45982278
63645860463.47013,157.8416583,41.4663385
63645860463.5035,157.7994281,41.46746076
63645860463.536865,157.7847002,41.46692627
